transaction_id,customer_id,transaction_amount,transaction_date,payment_method,product_category,quantity,customer_age,customer_location,device_used,ip_address,shipping_address,billing_address,is_fraudulent,account_age_days,transaction_hour,tx_date
TX-20260108092137-000001-0003,CUST-000001,27004.55,2025-07-17 14:17:02,wallet,Luxury,2,41,"Paris, FR",tablet,247.252.68.104,"Paris, FR","Paris, FR",0,86,14,2025-07-17 14:17:02
TX-20260108092137-000001-0004,CUST-000001,4199.63,2025-07-17 19:30:45,debit_card,Home,2,40,"Paris, FR",tablet,247.252.68.192,"Paris, FR","Paris, FR",0,86,19,2025-07-17 19:30:45
TX-20260108092137-000001-0005,CUST-000001,6617.37,2025-07-18 08:37:39,wallet,Home,1,42,"Paris, FR",tablet,247.252.68.74,"Paris, FR","Paris, FR",0,87,8,2025-07-18 08:37:39
TX-20260108092137-000001-0006,CUST-000001,5461.89,2025-07-19 23:54:10,cod,Digital,1,39,"Paris, FR",tablet,247.252.68.173,"Paris, FR","Paris, FR",1,88,23,2025-07-19 23:54:10
TX-20260108092137-000001-0007,CUST-000001,2888.64,2025-07-20 12:28:10,debit_card,Digital,4,42,"Paris, FR",tablet,247.252.68.163,"Paris, FR","Paris, FR",0,89,12,2025-07-20 12:28:10
TX-20260108092137-000001-0008,CUST-000001,17613.77,2025-07-20 17:55:23,debit_card,Digital,1,39,"Paris, FR",tablet,247.252.68.38,"Paris, FR","Paris, FR",1,89,17,2025-07-20 17:55:23
TX-20260108092137-000001-0009,CUST-000001,6139.23,2025-07-21 02:56:10,bank_transfer,Luxury,1,40,"Paris, FR",mobile,247.252.68.227,"Paris, FR","Paris, FR",0,90,2,2025-07-21 02:56:10
TX-20260108092137-000001-0010,CUST-000001,8066.63,2025-07-21 13:27:32,bank_transfer,Home,3,41,"Paris, FR",tablet,247.252.68.177,"Paris, FR","Paris, FR",1,90,13,2025-07-21 13:27:32
TX-20260108092137-000001-0011,CUST-000001,6496.37,2025-07-22 20:44:23,credit_card,Home,1,42,"Paris, FR",tablet,247.252.68.179,"Paris, FR","Paris, FR",0,91,20,2025-07-22 20:44:23
TX-20260108092137-000001-0012,CUST-000001,25225.85,2025-07-26 11:31:25,debit_card,Electronics,1,41,"Paris, FR",tablet,247.252.68.171,"Paris, FR","Paris, FR",0,95,11,2025-07-26 11:31:25
TX-20260108092137-000001-0013,CUST-000001,2090.03,2025-07-27 14:39:41,wallet,Home,1,42,"Paris, FR",tablet,247.252.68.130,"Paris, FR","Paris, FR",0,96,14,2025-07-27 14:39:41
TX-20260108092137-000001-0014,CUST-000001,3341.85,2025-07-30 22:08:30,bank_transfer,Fashion,2,41,"Paris, FR",desktop,247.252.68.193,"Paris, FR","Paris, FR",0,99,22,2025-07-30 22:08:30
TX-20260108092137-000001-0015,CUST-000001,6233.45,2025-08-01 23:03:09,cod,Home,1,40,"Paris, FR",tablet,247.252.68.20,"Paris, FR","Paris, FR",0,101,23,2025-08-01 23:03:09
TX-20260108092137-000001-0016,CUST-000001,5670.94,2025-08-02 02:44:52,wallet,Grocery,3,41,"Paris, FR",mobile,247.252.68.60,"Paris, FR","Paris, FR",1,102,2,2025-08-02 02:44:52
TX-20260108092137-000001-0017,CUST-000001,4436.59,2025-08-02 18:49:24,debit_card,Electronics,3,40,"Paris, FR",tablet,247.252.68.120,"Paris, FR","Paris, FR",0,102,18,2025-08-02 18:49:24
TX-20260108092137-000001-0018,CUST-000001,6180.44,2025-08-02 23:45:42,bank_transfer,Home,1,40,"Paris, FR",tablet,247.252.68.123,"Sao Paulo, BR","Paris, FR",1,102,23,2025-08-02 23:45:42
TX-20260108092137-000001-0019,CUST-000001,6104.62,2025-08-03 17:22:11,bank_transfer,Home,1,42,"Paris, FR",tablet,247.252.68.205,"Paris, FR","Paris, FR",0,103,17,2025-08-03 17:22:11
TX-20260108092137-000001-0020,CUST-000001,5060.08,2025-08-04 09:31:52,debit_card,Grocery,2,41,"Paris, FR",tablet,247.252.68.87,"Paris, FR","Paris, FR",0,104,9,2025-08-04 09:31:52
TX-20260108092137-000001-0021,CUST-000001,5592.12,2025-08-04 09:56:10,debit_card,Home,3,41,"Paris, FR",tablet,247.252.68.233,"Paris, FR","Paris, FR",0,104,9,2025-08-04 09:56:10
TX-20260108092137-000001-0022,CUST-000001,3818.21,2025-08-06 17:56:20,credit_card,Electronics,2,42,"Paris, FR",tablet,247.252.68.119,"Paris, FR","Paris, FR",0,106,17,2025-08-06 17:56:20
TX-20260108092137-000001-0023,CUST-000001,6278.86,2025-08-07 09:39:48,wallet,Fashion,3,40,"Paris, FR",tablet,247.252.68.226,"Paris, FR","Paris, FR",0,107,9,2025-08-07 09:39:48
TX-20260108092137-000001-0024,CUST-000001,8381.25,2025-08-08 01:50:30,bank_transfer,Grocery,1,42,"Paris, FR",desktop,247.252.68.139,"Paris, FR","Paris, FR",1,108,1,2025-08-08 01:50:30
TX-20260108092137-000001-0025,CUST-000001,1720.97,2025-08-10 18:10:00,debit_card,Digital,3,40,"Paris, FR",tablet,247.252.68.244,"Lagos, NG","Paris, FR",1,110,18,2025-08-10 18:10:00
TX-20260108092137-000001-0026,CUST-000001,50.0,2025-08-10 22:38:34,cod,Fashion,2,42,"Paris, FR",tablet,247.252.68.30,"Paris, FR","Paris, FR",0,110,22,2025-08-10 22:38:34
TX-20260108092137-000001-0027,CUST-000001,3076.89,2025-08-12 00:16:13,wallet,Grocery,1,41,"Paris, FR",tablet,247.252.68.192,"Paris, FR","Paris, FR",0,112,0,2025-08-12 00:16:13
TX-20260108092137-000001-0028,CUST-000001,3275.45,2025-08-12 04:26:22,debit_card,Grocery,1,41,"Paris, FR",tablet,247.252.68.80,"Paris, FR","Paris, FR",0,112,4,2025-08-12 04:26:22
TX-20260108092137-000001-0029,CUST-000001,3261.86,2025-08-12 21:54:55,bank_transfer,Home,4,41,"Paris, FR",mobile,247.252.68.177,"Paris, FR","Paris, FR",0,112,21,2025-08-12 21:54:55
TX-20260108092137-000001-0030,CUST-000001,6121.89,2025-08-13 09:01:34,wallet,Digital,1,40,"Paris, FR",tablet,247.252.68.252,"Paris, FR","Paris, FR",0,113,9,2025-08-13 09:01:34
TX-20260108092137-000001-0031,CUST-000001,21383.62,2025-08-13 13:18:46,cod,Home,1,42,"Paris, FR",tablet,247.252.68.166,"Paris, FR","Paris, FR",1,113,13,2025-08-13 13:18:46
TX-20260108092137-000001-0032,CUST-000001,5340.01,2025-08-16 09:07:24,bank_transfer,Electronics,1,41,"Paris, FR",tablet,247.252.68.229,"Paris, FR","Paris, FR",0,116,9,2025-08-16 09:07:24
TX-20260108092137-000001-0033,CUST-000001,5265.01,2025-08-16 16:11:09,bank_transfer,Fashion,1,41,"Paris, FR",tablet,247.252.68.207,"Paris, FR","Paris, FR",0,116,16,2025-08-16 16:11:09
TX-20260108092137-000001-0034,CUST-000001,5299.18,2025-08-16 19:52:51,bank_transfer,Home,3,41,"Paris, FR",tablet,247.252.68.219,"Paris, FR","Paris, FR",0,116,19,2025-08-16 19:52:51
TX-20260108092137-000001-0035,CUST-000001,8175.1,2025-08-19 12:02:59,wallet,Home,1,40,"Paris, FR",tablet,247.252.68.157,"Paris, FR","Paris, FR",0,119,12,2025-08-19 12:02:59
TX-20260108092137-000001-0036,CUST-000001,1172.15,2025-08-20 18:04:35,bank_transfer,Grocery,1,41,"Paris, FR",tablet,247.252.68.205,"Paris, FR","Paris, FR",0,120,18,2025-08-20 18:04:35
TX-20260108092137-000001-0037,CUST-000001,406.75,2025-08-21 12:49:55,cod,Digital,1,41,"Paris, FR",tablet,247.252.68.243,"Paris, FR","Paris, FR",0,121,12,2025-08-21 12:49:55
TX-20260108092137-000001-0038,CUST-000001,6320.61,2025-08-22 19:01:38,bank_transfer,Home,1,40,"Paris, FR",tablet,247.252.68.122,"Paris, FR","Paris, FR",0,122,19,2025-08-22 19:01:38
TX-20260108092137-000001-0039,CUST-000001,8208.03,2025-08-22 21:36:18,credit_card,Electronics,2,41,"Paris, FR",tablet,247.252.68.63,"Paris, FR","Paris, FR",0,122,21,2025-08-22 21:36:18
TX-20260108092137-000001-0040,CUST-000001,4917.54,2025-08-25 04:36:57,bank_transfer,Luxury,4,40,"Paris, FR",tablet,247.252.68.191,"Paris, FR","Paris, FR",0,125,4,2025-08-25 04:36:57
TX-20260108092137-000001-0041,CUST-000001,3000.52,2025-08-25 06:53:55,bank_transfer,Grocery,1,41,"Paris, FR",tablet,247.252.68.185,"Paris, FR","Paris, FR",0,125,6,2025-08-25 06:53:55
TX-20260108092137-000001-0042,CUST-000001,34415.46,2025-08-26 04:40:17,cod,Digital,3,41,"Paris, FR",tablet,247.252.68.124,"Paris, FR","Paris, FR",1,126,4,2025-08-26 04:40:17
TX-20260108092137-000001-0043,CUST-000001,5431.71,2025-08-27 23:16:32,cod,Luxury,3,41,"Paris, FR",tablet,247.252.68.50,"Paris, FR","Paris, FR",0,127,23,2025-08-27 23:16:32
TX-20260108092137-000001-0044,CUST-000001,4530.61,2025-08-30 04:32:34,wallet,Electronics,4,42,"Paris, FR",mobile,247.252.68.250,"Paris, FR","Paris, FR",1,130,4,2025-08-30 04:32:34
TX-20260108092137-000001-0045,CUST-000001,7216.53,2025-08-30 10:53:33,debit_card,Digital,2,39,"Paris, FR",desktop,247.252.68.4,"Paris, FR","Paris, FR",0,130,10,2025-08-30 10:53:33
TX-20260108092137-000001-0046,CUST-000001,6182.73,2025-08-30 18:18:34,bank_transfer,Grocery,3,40,"Paris, FR",tablet,247.252.68.241,"Paris, FR","Paris, FR",0,130,18,2025-08-30 18:18:34
TX-20260108092137-000001-0047,CUST-000001,24256.53,2025-09-01 17:21:02,credit_card,Home,2,39,"Paris, FR",tablet,247.252.68.176,"Paris, FR","Paris, FR",1,132,17,2025-09-01 17:21:02
TX-20260108092137-000001-0048,CUST-000001,24713.82,2025-09-01 20:47:59,cod,Grocery,2,41,"Paris, FR",tablet,247.252.68.143,"Paris, FR","Paris, FR",0,132,20,2025-09-01 20:47:59
TX-20260108092137-000001-0049,CUST-000001,4123.22,2025-09-02 06:15:13,cod,Fashion,1,41,"Paris, FR",desktop,247.252.68.114,"Paris, FR","Paris, FR",0,133,6,2025-09-02 06:15:13
TX-20260108092137-000001-0050,CUST-000001,3183.7,2025-09-02 08:30:00,bank_transfer,Grocery,3,40,"Paris, FR",tablet,247.252.68.246,"Paris, FR","Paris, FR",0,133,8,2025-09-02 08:30:00
TX-20260108092137-000001-0051,CUST-000001,2586.0,2025-09-02 19:24:16,debit_card,Digital,1,41,"Paris, FR",tablet,247.252.68.41,"Paris, FR","Paris, FR",0,133,19,2025-09-02 19:24:16
TX-20260108092137-000001-0052,CUST-000001,3098.48,2025-09-03 21:14:03,debit_card,Electronics,2,39,"Paris, FR",tablet,247.252.68.121,"Paris, FR","Paris, FR",0,134,21,2025-09-03 21:14:03
TX-20260108092137-000001-0053,CUST-000001,6865.2,2025-09-04 17:25:22,wallet,Digital,1,41,"Paris, FR",mobile,247.252.68.237,"Paris, FR","Paris, FR",0,135,17,2025-09-04 17:25:22
TX-20260108092137-000001-0054,CUST-000001,5600.26,2025-09-05 02:23:02,cod,Digital,1,41,"Paris, FR",mobile,247.252.68.140,"Paris, FR","Paris, FR",0,136,2,2025-09-05 02:23:02
TX-20260108092137-000001-0055,CUST-000001,1697.36,2025-09-05 04:48:59,wallet,Fashion,2,41,"Paris, FR",tablet,247.252.68.79,"Paris, FR","Paris, FR",0,136,4,2025-09-05 04:48:59
TX-20260108092137-000001-0056,CUST-000001,4345.86,2025-09-05 17:04:44,wallet,Home,1,42,"Paris, FR",tablet,247.252.68.180,"Paris, FR","Paris, FR",0,136,17,2025-09-05 17:04:44
TX-20260108092137-000001-0057,CUST-000001,50.0,2025-09-09 03:12:20,cod,Home,1,40,"Paris, FR",tablet,247.252.68.228,"Paris, FR","Paris, FR",0,140,3,2025-09-09 03:12:20
TX-20260108092137-000001-0058,CUST-000001,2011.03,2025-09-10 06:17:32,wallet,Electronics,1,40,"Paris, FR",tablet,247.252.68.151,"Johannesburg, ZA","Paris, FR",0,141,6,2025-09-10 06:17:32
TX-20260108092137-000001-0059,CUST-000001,6235.22,2025-09-10 20:35:15,wallet,Luxury,3,43,"Paris, FR",tablet,247.252.68.121,"Paris, FR","Paris, FR",0,141,20,2025-09-10 20:35:15
TX-20260108092137-000001-0060,CUST-000001,3340.86,2025-09-14 17:48:40,wallet,Fashion,1,42,"Paris, FR",desktop,247.252.68.126,"Paris, FR","Paris, FR",0,145,17,2025-09-14 17:48:40
TX-20260108092137-000001-0061,CUST-000001,1322.21,2025-09-15 07:16:11,bank_transfer,Grocery,2,41,"Paris, FR",tablet,247.252.68.42,"Paris, FR","Paris, FR",0,146,7,2025-09-15 07:16:11
TX-20260108092137-000001-0062,CUST-000001,3510.28,2025-09-15 12:05:46,wallet,Digital,1,40,"Paris, FR",tablet,247.252.68.23,"Paris, FR","Paris, FR",0,146,12,2025-09-15 12:05:46
TX-20260108092137-000001-0063,CUST-000001,3398.82,2025-09-15 18:29:09,bank_transfer,Luxury,1,38,"Paris, FR",mobile,247.252.68.139,"Paris, FR","Paris, FR",0,146,18,2025-09-15 18:29:09
TX-20260108092137-000001-0064,CUST-000001,24766.84,2025-09-17 13:56:15,cod,Grocery,3,41,"Paris, FR",tablet,247.252.68.114,"Paris, FR","Paris, FR",0,148,13,2025-09-17 13:56:15
TX-20260108092137-000001-0065,CUST-000001,4729.07,2025-09-18 21:31:33,cod,Fashion,2,40,"Paris, FR",desktop,247.252.68.250,"New York, US","Paris, FR",0,149,21,2025-09-18 21:31:33
TX-20260108092137-000001-0066,CUST-000001,2649.44,2025-09-19 04:27:33,debit_card,Grocery,1,39,"Paris, FR",tablet,247.252.68.24,"Paris, FR","Paris, FR",0,150,4,2025-09-19 04:27:33
TX-20260108092137-000001-0067,CUST-000001,2347.25,2025-09-19 16:15:41,credit_card,Home,2,43,"Paris, FR",tablet,247.252.68.128,"Paris, FR","Paris, FR",0,150,16,2025-09-19 16:15:41
TX-20260108092137-000001-0068,CUST-000001,3966.31,2025-09-20 11:30:41,wallet,Home,1,40,"Paris, FR",desktop,247.252.68.142,"Paris, FR","Paris, FR",0,151,11,2025-09-20 11:30:41
TX-20260108092137-000001-0069,CUST-000001,3048.69,2025-09-21 19:23:56,cod,Luxury,2,40,"Paris, FR",mobile,247.252.68.88,"Sao Paulo, BR","Paris, FR",0,152,19,2025-09-21 19:23:56
TX-20260108092137-000001-0070,CUST-000001,492.2,2025-09-22 16:40:15,credit_card,Grocery,3,40,"Paris, FR",tablet,247.252.68.169,"Paris, FR","Paris, FR",0,153,16,2025-09-22 16:40:15
TX-20260108092137-000001-0071,CUST-000001,22188.75,2025-09-25 06:46:24,cod,Home,1,41,"Paris, FR",tablet,247.252.68.140,"Paris, FR","Paris, FR",1,156,6,2025-09-25 06:46:24
TX-20260108092137-000001-0072,CUST-000001,4027.79,2025-09-28 08:59:08,debit_card,Digital,2,41,"Paris, FR",tablet,247.252.68.220,"Paris, FR","Paris, FR",0,159,8,2025-09-28 08:59:08
TX-20260108092137-000001-0073,CUST-000001,17815.27,2025-09-28 14:38:09,bank_transfer,Digital,2,40,"Paris, FR",desktop,247.252.68.170,"Paris, FR","Paris, FR",0,159,14,2025-09-28 14:38:09
TX-20260108092137-000001-0074,CUST-000001,3748.71,2025-09-29 21:51:20,debit_card,Home,2,42,"Paris, FR",mobile,247.252.68.152,"Paris, FR","Paris, FR",0,160,21,2025-09-29 21:51:20
TX-20260108092137-000001-0075,CUST-000001,35788.27,2025-09-30 22:43:19,bank_transfer,Electronics,2,42,"Paris, FR",tablet,247.252.68.185,"Paris, FR","Paris, FR",1,161,22,2025-09-30 22:43:19
TX-20260108092137-000001-0076,CUST-000001,2389.03,2025-10-01 01:25:51,debit_card,Electronics,3,41,"Paris, FR",tablet,247.252.68.167,"Sydney, AU","Paris, FR",1,162,1,2025-10-01 01:25:51
TX-20260108092137-000001-0077,CUST-000001,6956.66,2025-10-03 06:00:21,cod,Home,3,40,"Paris, FR",tablet,247.252.68.195,"Paris, FR","Paris, FR",0,164,6,2025-10-03 06:00:21
TX-20260108092137-000001-0078,CUST-000001,7518.89,2025-10-04 01:09:54,cod,Electronics,3,41,"Paris, FR",tablet,247.252.68.74,"Paris, FR","Paris, FR",0,165,1,2025-10-04 01:09:54
TX-20260108092137-000001-0079,CUST-000001,3332.01,2025-10-04 10:57:03,bank_transfer,Electronics,1,42,"Paris, FR",tablet,247.252.68.232,"Hyderabad, IN","Paris, FR",1,165,10,2025-10-04 10:57:03
TX-20260108092137-000001-0080,CUST-000001,7253.53,2025-10-06 19:06:08,credit_card,Grocery,2,42,"Paris, FR",tablet,247.252.68.63,"Paris, FR","Paris, FR",0,167,19,2025-10-06 19:06:08
TX-20260108092137-000001-0081,CUST-000001,7489.48,2025-10-10 09:10:05,debit_card,Fashion,2,41,"Paris, FR",tablet,247.252.68.98,"Paris, FR","Paris, FR",0,171,9,2025-10-10 09:10:05
TX-20260108092137-000001-0082,CUST-000001,3849.99,2025-10-12 09:34:27,cod,Fashion,6,41,"Paris, FR",tablet,247.252.68.118,"Paris, FR","Paris, FR",0,173,9,2025-10-12 09:34:27
TX-20260108092137-000001-0083,CUST-000001,32951.75,2025-10-15 20:43:23,bank_transfer,Grocery,4,43,"Paris, FR",tablet,247.252.68.114,"Paris, FR","Paris, FR",0,176,20,2025-10-15 20:43:23
TX-20260108092137-000001-0084,CUST-000001,3024.7,2025-10-19 03:22:35,wallet,Digital,2,41,"Paris, FR",tablet,247.252.68.217,"Paris, FR","Paris, FR",0,180,3,2025-10-19 03:22:35
TX-20260108092137-000001-0085,CUST-000001,739.39,2025-10-19 22:00:08,bank_transfer,Electronics,3,40,"Paris, FR",tablet,247.252.68.148,"Paris, FR","Paris, FR",0,180,22,2025-10-19 22:00:08
TX-20260108092137-000001-0086,CUST-000001,3728.43,2025-10-23 17:02:31,credit_card,Digital,1,39,"Paris, FR",tablet,247.252.68.222,"Paris, FR","Paris, FR",0,184,17,2025-10-23 17:02:31
TX-20260108092137-000001-0087,CUST-000001,4168.23,2025-10-25 02:56:46,credit_card,Luxury,3,41,"Paris, FR",desktop,247.252.68.59,"Paris, FR","Paris, FR",0,186,2,2025-10-25 02:56:46
TX-20260108092137-000001-0088,CUST-000001,9797.38,2025-10-26 22:38:05,debit_card,Luxury,1,41,"Paris, FR",tablet,247.252.68.197,"Paris, FR","Paris, FR",0,187,22,2025-10-26 22:38:05
TX-20260108092137-000001-0089,CUST-000001,5729.04,2025-10-28 03:01:00,credit_card,Digital,2,41,"Paris, FR",tablet,247.252.68.113,"Paris, FR","Paris, FR",1,189,3,2025-10-28 03:01:00
TX-20260108092137-000001-0090,CUST-000001,2757.43,2025-10-28 06:57:11,debit_card,Electronics,3,41,"Paris, FR",desktop,247.252.68.45,"Paris, FR","Paris, FR",1,189,6,2025-10-28 06:57:11
TX-20260108092137-000001-0091,CUST-000001,50.0,2025-10-28 10:12:31,wallet,Luxury,1,39,"Paris, FR",tablet,247.252.68.43,"Paris, FR","Paris, FR",1,189,10,2025-10-28 10:12:31
TX-20260108092137-000001-0092,CUST-000001,1905.39,2025-10-28 16:38:01,bank_transfer,Grocery,1,43,"Paris, FR",desktop,247.252.68.120,"Paris, FR","Paris, FR",0,189,16,2025-10-28 16:38:01
TX-20260108092137-000001-0093,CUST-000001,14801.67,2025-10-29 17:14:45,debit_card,Digital,1,40,"Paris, FR",desktop,247.252.68.24,"Singapore, SG","Paris, FR",1,190,17,2025-10-29 17:14:45
TX-20260108092137-000001-0094,CUST-000001,22268.89,2025-10-29 22:00:54,cod,Electronics,1,41,"Paris, FR",tablet,247.252.68.173,"Paris, FR","Paris, FR",1,190,22,2025-10-29 22:00:54
TX-20260108092137-000001-0095,CUST-000001,3793.5,2025-11-02 17:44:38,wallet,Electronics,3,42,"Paris, FR",tablet,247.252.68.159,"Paris, FR","Paris, FR",0,194,17,2025-11-02 17:44:38
TX-20260108092137-000001-0096,CUST-000001,2876.57,2025-11-03 02:41:27,cod,Fashion,1,40,"Paris, FR",tablet,247.252.68.119,"Paris, FR","Paris, FR",0,195,2,2025-11-03 02:41:27
TX-20260108092137-000001-0097,CUST-000001,8064.98,2025-11-07 10:42:39,bank_transfer,Electronics,3,42,"Paris, FR",tablet,247.252.68.30,"Toronto, CA","Paris, FR",1,199,10,2025-11-07 10:42:39
